cau_goc,nhan
Điện thoại pin hỏng sạc k vào  rất chán,0
"Đã sd dt 1 tuần. Cảm thấy tiếc tiền khi mua dt này. Camera chụp hình quá chán không như quảng cáo. Phải nói là một trời một vực. Ảnh bị vỡ, t đã thử rất nhiều lần nhưng chưa chụp dc bức nào nét cả. màu sắc nhìn rất dại, chụp tối thì cạn lời luôn, không khác gì đt 1-2 triệu. Mua vì thấy quảng cáo cam chất lượng vậy mà thất vọng cái rầm luôn ý. Chán thật sự. Pin thì nhanh tụt. Lướt web,fb,youtube thì chưa được 1 ngày. Nói sạc nhanh nhưng thấy cũng bình thường. Mặt sau dt không đẹp, xấu hơn nova 3i. Mà có lẽ cam của nova3i còn đẹp hơn í! Nói chung là quá thất vọng với em dt này. Điểm cộng duy nhất là được tặng cái loa dễ cưng thôi. Với 7.5tr mình nghĩ k nên đầu tư cho em này.",0
Sao k mở đk nguồn vay ban,0
"sóng kém lắm ....'mn đừng mua mình đã phải trả lại rồi nhé
hạa
nậkak",0
"Bản cập nhật của a50 lần này thực sự chán,4g thì k bắt dc toàn xài LTE vs 2g yêu cầu chỉ 4g thì nó tắt luôn sim,bạn nào vừa cập nhật thì nên cài đặt gốc lại",0
"shop gói hàng tốt,hàng ổn không chày xước nhiều.pin không chai.không biết dùng dài có ổn định không!",1
hàng chánh hãng. Đẹp,1
Máy nguyên hộp và seal rất ngon. Vì là bản nội địa TQ nên bị tắt đi nhiều chức năng các bạn tìm các group Black shark 2 trên fb để đc hướng dẫn cài đặt.,1
Đẹp và đáng tiền ,1
"Mới mua may hôm chủ nhật nhung máy bị đơ tự động sập nguồn k rõ nguyên nhân. Camera sau chụp thiếu sáng quá kém còn lại pin trâu nhân viên nhiệt tình
",0
"Ok , chờ bản rom việt hoá đầu đủ hơn ",1
shop giao hàng rất nhanh 1 ngày nhận dược hàng . máy mới 99% dùng khá ổn,1
Dùng được . Có vấn đề gì đánh giá sau,1
"Tất cả đều tạm ổn số với mức giá.
Mỗi cái mới mua được mấy hôm mà pin tuột ác quá.
",0
Hang rt tôt. Rat dang tien mua,1
"Mới đầu chiến game thì rất tốt,sau gần 1 tháng thì vào game dc một lúc là mạng tự chuyển xuống E trong khi thoát game ra thì mạng lại bình thường,chưa biết khắc phục kiểu gì,mic đàm thoại nhỏ...",0
mua cái thứ 2 vẫn con ngon như cái thư nhất,1
"Cảm ứng nhiều lúc loạn. Xem phim không full màn, còn nhỏ hơn các dòng máy khác. Pin trâu, sạc nhanh. Dưới 50% tụt nhanh ",0
"Mới dùng có 5 tháng mà đã đơ lắm rồi. chán oppo
Mà điện thoại 7.7690 chứ có rẻ đâu mà dùng nhanh đơ quá vậy.
Lần sau ai dám mua nữa.
",0
mình nhận hàng rồi nhé vui quá],1
hàng cũ xài rồi đem ra bán ghi hàng mới mất uy tín quá,0
"Sản phẩm nhìn rất đẹp, nhưng chưa biết chất lượng ra sao. Giáo hàng hơi chậm",1
A70 chơi liên quân nút di chuyển hay bị mất cảm ứg đang đi tự dưng bị đứng lại hơi buồn ở lỗi này,0
"Lúc đầu dùng mượt, pin sạc nhanh, 100 pin dùng cả ngày, k tải game mà sau 2 tháng có dấu hiệu đơ",0
"Chủ shop test quay cho mình xem trước khi gửi, Có dịp ủng hộ tiếp",1
Mới mua xong test thử thấy hối hận khi mua . Giá 7 triệu mà bắt wifi quá tệ. Thua đt 3 đến 4 triệu . Ae có 7 triệu nên lựa chọn mua con khác đỡ gây ức chế cho ae. Pin 4k mà tụt khá nhanh . Nếu sử dụng chơi game ae ko nên mua con nhé. Cảm nhận sau 3 tiếng mua đt,0
Máy này tôi xài chạy 4g như còn rùa.tôi kg chơi game.chỉ dùng vào coi phim youtube.mất sóng 4g liên tục,0
"iPhone 4 8gb không lên mạng được,  chỉ nghe gọi thôi  không đúng như giới thiệu ",0
Bàn phím hơi lỏng lẻo,0
"Em mới mua máy vào ngày 13/10 đến ngày 15/10 máy đột ngột tắt nguồn 2 lần trong ngày. Em có liên hệ lên tổng đài TGDD thì bên bộ phận kt nói với em là chắc nó xung đột giữa các ứng dụng với nhau và bảo em reseting lại máy. Em cũng đả làm và dùng đến ngày hôm nay ngày 18/10 trong lúc em đang sạc máy thì đến 78% pin thì máy đột ngột sập nguồn rồi mở lên lại, đây có phải là máy đang bị lỗi phần cứng chứ máy em k có nhiều ứng dụng đến nỗi máy k đáp ứng nỗi đến việc phải sập nguồn đột ngột. em mong phía TGDD có hướng giải quyết khắc phục cho em. chứ máy mới mua chưa được 1 tuần mà đả như vậy rồi. Cảm ơn",0
"Điện thoại còn mới, xài khá ok, shop đóng gói và bọc hàng kỹ. Phù hợp với giá tiền. Tặng ốp và dán cường lực mới. Sẽ ủng hộ shop cho những lần sau. ",1
Lazada quá chuyên nghiệp luôn Giao hàng rất nhanh  Lazada chăm sóc khách hàng khá nhiệt tình Uy tín và chất lượng lazada nằm top đầu của sản giao dịch mua hàng tại đây thấy khá ok Máy đảm bảo  Chất lượng  nói tóm lại là hài lòng với shop   Lazada quá chuyên nghiệp luôn Giao hàng rất nhanh  Lazada chăm sóc khách hàng khá nhiệt tình Uy tín và chất lượng lazada nằm top đầu của sản giao dịch mua hàng tại đây thấy khá ok Máy đảm bảo  Chất lượng  nói tóm lại là hài lòng với shop   Lazada quá chuyên nghiệp luôn Giao hàng rất nhanh  Lazada chăm sóc khách hàng khá nhiệt tình Uy tín và chất lượng lazada nằm top đầu của sản giao dịch mua hàng tại đây thấy khá ok Máy đảm bảo  Chất lượng  nói tóm lại là hài lòng với shop,1
"A7 2018 thì mua lỡ rồi ko biết phải làm sao.  Chứ nó lỗi nhiều quá. 
1 là tải ứng dụng karaoke online về cắm mic vào ko hát được. 
2 khả năng thu sóng kém hay mất sóng.  Trước khi chưa cập nhật phần mềm có lúc mất hẳn sóng luôn mỗi lần vậy lại phải khỏi động lại máy  giờ ko mất nhưng vẫn yếu 
3 mặt kính của camera sau rất dễ trầy xước 
4 phần thiết kế thì mình ko quan trọng  nhưng 2 phần cạnh trên dưới dày hơn hãng khác nhiều.  ",0
Tốt đóng gói cẩn thận,1
"Sản phẩm được đóng gói cẩn thận, đẹp. Rất đáng tiền",1
Sản phẩm shop giao như mô tả. Đóng gói sản phẩm chắc chắn. Chất lượng sản phẩm được. Mới mà hơi bị lad,1
Ad cho hoi tại sao máy tôi ms mua đk 2 tuần khi dùng nghe nhạc cắm tai nghe vào nghe rồi tswts màn hình đi thì chỉ dk 2 đến 3 phút sau là tự tịt r khoảng 10 phút sau lại có nhạc,0
nhân viên rất thái độ ko hài lòng ,0
hàng ok. máy mượt chụp hình đẹp. sp full hộp. thanks shop,1
"Chất lượng sản phẩm tốt, giao hàng nhanh, shop gói hàng rất cẩn thận",1
"máy quá tệ thua xa nokia 8.1 pin thì 4k mà thua pin 3k5, chụp hình thì không chân thật như nokia 8.1, vân tay thì phản hồi rất chậm",0
"Sản phẩm dùng ruột nokia cũ, vào máy vẫn còn danh bạ người dùng trước, k có lỗ cắm tai nghe.",0
"Máy nhìn gần như mới, nói chung phù hợp với số tiền bỏ ra. Chủ shop tư vấn nhiệt tình. Cho 5 sao. Chất lượng thì phải dùng tiếp nếu ko ổn sẽ sửa lại đánh giá sau nhé shop",1
"Đt dùng pin cũng tốt, mà có điều shop ko cập nhật lên 12,4 sẵn..",1
Máy ko bật được dự liệu ko vào được ch play....ko vào được youtube gì cả..,1
Mỗi mua đc 1 tuần nói chung máy sài ổn dịnh mỗi cái wifi bắt hơi kém ra khỏi chỗ có mạng quay lại là mất mạng muốn bắt lại thì phải khỏi dộng lại máy,0
máy hay bị đứng màng hình k cảm ứng được .nhất là khi cắm tai nghe .ức chế phải tắt màg hình rồi bật lại,0
"Đắn đo con này với Oppo A5 2020 cuối cùng mua về ôm hận. Cảm ứng nhảy lung tung, lúc được lúc không, cài lại máy cũng vẫn bị. Xài cả chục máy Samsung từ cao cấp đến trung cấp chưa khi nào bị vậy. Samsung nên thu hồi sp này, không nên tiếp tục bán cho khách nữa.",0
"pin mau hết máy mau nóng. pin 4k mà xài thua j4+, j7pri",0
sản phẩm đep. pin lâu. cảm ứng nhay. mình dùng mấy thấy ok sản phẩm tuyệt với chó5ao,1
ko hài lòng nhất là thái độ phục vụ ,0
Sp đẹp như mới.test thấy OK mọi chức năng. Màn hình con này phẳng.Giao ko đúng màu nhưng ko sao. Rất đáng mua. Shop uy tín,1
"Giao rất kĩ ,rất tốt, shop gói kĩ mở ko ra luôn, y bài,, máy xài rất ok,, sẻ ủng hộ shop thêm nữa, shop y tín ai cũng ủng hộ mua.......................👍.....................",1
khá tốt so với giá cả hài lòng so mới  quá nhiều ưu điểm  hàng chuẩn,1
Hợp nhãn... Đang test,1
"Bắt wifi kém
Pin tuột khá nhanh
Hồng ngoại tạm ổn
Màn hình khá
Quay video 4k khá tệ
Chụp ảnh lưu chậm
Dễ bị rung chống rung eis có như không 
Ngoại hình máy đẹp
Camera 48mp chụp thua 12mp 
Tầm giá này chấp nhận được",0
tott,1
"Đã nhận được máy, kiểm tra thì main máy ko còn zin số IEM ko trùng khớp với lại lỗ cắm tai nghe không còn sử dụng đc nữa cũng hơi thất vọng, ngoài ra mọi chức năng vẫn sử dụng bt máy nghe nhạc hay nói chung xũng tạm dc, shop nhiẹt tình giao hàng liền",1
Tốt,1
"Đt đẹp 90%, nhưng pin nhanh hết với máy cũng hơi nóng. Mua về thì bộ nhớ chỉ còn hơn 3gb thôi nha",1
Máy đẹp nhưng chất lượng quá tệ.máy tắt nguồn liên tục.ko sử dụng đk... gắn thẻ sim vào là tắt nguồn..,0
Chán a70 quá dùng 2 tháng nt bị đơ. Dơi nhẹ vỡ luôn kính camera sau vân tay khuôn mặt chậm  nói chung là không nên mua,0
Hao pin quá xá. Trong khi đó đt ít sử dụng tới mà pin vẫn tụt rất nhanh. Để xem sao rồi ra đổi cái mới chứ pin tụt như vậy thì ko thể đáp ứng dc như cầu cơ bản trong 12 tiếng ,0
Đóng gói chắc chắn. Sản phẩm tốt. Giao đủ quà tặng,1
Cam sau bị mờ đi sửa mất 500k :),0
"Không có gì phải phàn nàn. Shop nhiệt tình. Bề ngoài có các vết trầy theo thời gian (dĩ nhiên, máy cũ mà), Tuy nhiên còn đẹp hơn các máy mình mới xem offline ở cửa hàng lớn. Test chức năng cơ bản thì hard reset add cloud ID gắn sim thao tác nhanh mượt, cảm ứng nhạy. Phím vẫn nảy tốt. Pin 87%.",1
Một lần nữa cám ơn shop.Một người bán hàng tốt.uy tín.nhiệt tình ko gian dối.cám ơn vì sản phẩm wa đẹp,1
"Đây 32g đây, 450k cho uy tinh cua 1 shop,rẻ bèo",0
"Dùng em này từ 12/9. Nói chung mượt. Ức chế mỗi lỗi kết nối kém mạng kém. Máy dùng 2 sim vẫn hoạt động bình thường nhưng người khác gọi lại báo thuê bao không liên lạc được. Mình chạy grab, ức chế anh này lắm tự dưng mất luôn sóng mạng với 4G. Thành hình tròn luôn, có lúc mất 2 mạng có lúc mất 1 mạng. Cứ mạng nào bật 4G là sập. Rất ức chế. Nếu ae nào mua dung để dùng vào công việc phải sử dụng đến 4G thì nên cân nhắc em A50 này",0
"Mình sử dụng được hơn hai tháng có chút đánh giá sau.
1. Chơi game có những lút giật vô cùng luôn.
2. Thông số pin để là 4045 mà hiện giờ mình sử dụng một ngày k đủ,( k chơi game, k bật máy liên tục, chỉ sử dụng lướt web thôi). Ngoài ra thì các thứ ok cho tới giờ.",0
"Shop gửi hàng nhanh, sản phẩm chất lượng đúng như mô tả, rất hài lòng với thái độ phục vụ của shop",1
Hàng nhái giá rẽ.,0
"Điện thoại em mới mua chưa được môt tháng mà pin hao nhanh quá , khi không dùng mà pin cũng hao hơn lúc sài
",0
Chụp ảnh đẹp. Đúng mô tả. Pin trâu,1
Như mô tả,1
"Sài máy quá chán! Camera chụp quá tệ. 
Điện thoại thiết kế ra cho trẻ em thì phải? Cài đặt gmail cho google mà có 2 chế độ người lớn và trẻ em. Mà nếu lỡ ai cài phải trẻ em là nó hạn chế mọi mặt luôn. Sp quá tệ lần đầu sài ss mà thế này thì quá thất vọng",0
kiểu dáng đẹp..đáng tiền,1
"Lỗi loạn cảm ứng 
",0
"màu vàng như mình mong muốn,nhìn bề ngoài khôbg quá sắc sảo , nhưng mà máy chạy cực mượt ,  nói chung chất lượng tương đương với giá , các bạn nào mà còn lăn tăn thì nên mua được nha các bẠn",1
sản phẩm oki nha... mình dùng đc 4ngày thấy oki lắm..,1
Chat luong san pham tuyet voi.dung là hang chat luong,1
giao hàng nhanh,1
Máy này xài bỏ vô túi mà nó vẫn tự bấm...haizzzz.nhiều khi rút ra nghe điện thoại thì nó trượt tắt mất tiêu,0
Sản phẩm ok. ,1
"kém vậy, pin hao quá nhanh",0
Nâng cấp lên anderoi 9.0 sử dụng 4g chậm hơn rùa . Mong sớm có bản sửa lôi khắc phục kết nối 4g,0
"Quá tệ so với quảng cáo.mạng thì yếu,chụp hình thì nhè,nhanh hết pin.vân tay thì cảm biến lâu chưa nhận.thua",0
Quá tệ bb không còn như ngày xưa. Pin ảo đơ .máy rất chậm chụp hình thì quá ư là tệ,0
Hàng quá OK,1
"Đt j mà mới hết 1 tháng thì đã muốn liệt cảm ứng sai lầm khi mua
Giờ muốn đổi cũng hết cơ hôi",0
giao hàng max nhanh. chưa kịp hút hết điếu thuốc,1
Đáng để mua !,1
máy dùng đc tầm tiền như vậy là OK còn phải dung tiếp mới biết được,1
Nhận hàng rồi thấy ok đợi qua vài ngày sử dụng xem thế nào ạ,1
"Shop giao hàng nhanh. Sản phẩm chính hãng, máy mới nguyên, mới dùng thấy cũng ổn. ",1
"Mình mua điện thoại Samsung A10, máy thì cũng được, nhưng nhân viên lại dán miếng phim của máy ở mặt lưng không được ôm sát viền, bị tróc viền trông rất xấu, mua 35k một miếng mà dán xấu quá",0
Mình cũng vừa quất trả góp 1 con này về ở tgdd cho vk dùn mình nhìn tổng quát cũng đẹp phết Về giả vờ đổi con s9 plus cho vk nó dẫy nảy lên cêu ko đổi chứ mình đùa tý thôi còn lâu mình mới đổi cho vk minh nhu cầu chỉ xem phim .lướt face với zalo đọc báo chơi game thì chắc toàn thể loại bắn bóng thôi ace mua con này về dùng cũn khá đẹp đấy mình toàn mua ở tgdd chưa lỗi 1 con nào thề nói phét làm pét cho bạn minh xin hết,0
"Haiiz. Vsmart được thời gian đầu. Lỗi hệ thống tùm lùm, xung đột phần mềm, auto reset. Nói chung là thất vọng Vsmart.",0
Máy bắt WiFi yếu quá còn thua điện thoại oppo a3s nhiều lắm,0
hàng đẹp. chạy tốt,1
Xài gần 1 tháng. soạn  văn bản thì bấm chữ này nhảy qua chữ kia không nhạy bằng iphone. wifi thì khi không dùng đến đt nữa đóng màng hình thì 1 thời gian sau wifi tự động tắc muốn xài wifi lại thì phải mở lên. đã đem ra TGDD kiểm tra chạy lại phần mềm cũng không hết. dự định ra doi mày mới,0
Điện thoại dùng rất tốt ạ Nhiều lần mua đều rất ưng Cám ơn shop nhiều nhé ạ,1
Mình mới mua được 5 ngày thấy không ổn lắm vào ins thì tự ngiên đứng hình còn vào fb thì tự thoát ra đang chơi game cũng bị đứng hình  vào YouTube xem cũng bị tự thoát ra nữa chã hiểu được ,0
Hơi thất vọng cảm biến vân tay 1 tuần ko ổn .khuôn mặ càng tối hơn.máy xử lí chậm .,0
Hàng dùng rất ok. Cô bán hàng nhiệt tình vs tư vấn thật. Hình thức xấu thì nói xấu hay dùng ok hay ko đc ok lắm đều tư vấn thật giá rẻ nhất. Cảm thấy rất hài lòng,1
Ok,1
máy  chạy rất mượt / so với giá tiền con s7 này là quá đỉnh rồi / cảm ơn shop,1
ông bà già ưng máy là ok rồi. cảm ơn shop đã tư vấn nhiệt tình có sp đẹp,1
Đt gì đâu lâu lâu dứng hình vào game lâu lâu thoát ra camera thì chụp nhòe chụp đêm thì bó tay từ khi cập nhật android 9 thì bắt sóng wifi không nổi,0
"Mình mới mua được một hôm, cấu hình mạnh dùng rất mượt. Wifi nhanh, Tiền nào của đó thôi, giá hiện tại rất OK rồi. ",0
Mới mua mà máy đã hư.chưa con samsung nào tệ như con samsung này.làm mình thất vọng quá,0
"Mọi thứ đều ok nhưng không hiểu sao người khác gọi đến cho mình thỉnh thoảng cứ bị thuê bao. Chán lắm luôn, phải tắt nguồn đi mở lại mới gọi được",0
"Rất kém !mua M20 bị  lỗi cảm  ứng lác giật  màn  hình.đc đổi 1/1 cáp thêm tiền mua và  đặt  cọc A50 500k đến  khi hàng  về thì  bị  thu lại sạc  dư phòng đổ  lỗi  tai đổi máy  nên ko đc ,đến  khi dùng  máy lại vân tay nhận  diện  thưa cả  rùa  bò 5,7 lần  mới  đc có  khi chả  đc.Đề  nghị  samsung thu lại máy  sửa lỗi  lại  cho người  mua.nếu  ko nên tẩy  chay samsung đi",0
Máy đẹp ngon cảm ơn shop nhiều chúc cửa hàng đông khách nhe,1
phần mềm rất tệ,0
"Máy chậm , nặng . Giá 2,490,000 không hợp lý . Thừa camera sau . Nếu ko có sẽ ok hơn",0
"Đã nhận dc hàng , giao nhanh ghê , shiper thân thiện , máy đẹp chưa up rom tv nên hơi khó sài",1
may loi qua loa tac tit luc dc luc ko,0
Hàng đẹp dễ sử dụng,1
"Máy này loa nhỏ, nhạc chuông ít, đèn pin ko sáng bằng mobell cùng giá,  phím trái phải lên xuống và phím giữa hay bị dính phím.",0
Máy không mượt lắm vân tay rất chậm hơi thất vọng mong sau này sẽ được cập nhật lại ,0
"Cấn màn hình,tự nhắn tin, bật đèn flash gửi tin nhắn ,gọi điện ,quay video, chụp hình ngay khi bỏ vào túi... Khuyên ae đừng mua máy này . ",0
"Quá tệ cho 1 sản phẩm. Vô liên quân đang di chuyển thì tự nhiên đứng lại. Nói chung là mọi chức năng ko dc nhạy cho lắm. Khuyên ae nào có ý định mua về chơi game thì nên dẹp đi. Nếu mua ss thì chọn các dòng cao cao tầm mười mấy m trở lên thì chơi dc, còn ko thì mua nokia chơi cũng ngon hơn dòng này. Quảng cáo thì cho lắm mà trải nghiệm chỉ muốn quăng cho 1 sao :)))",0
Toàn bộ đều OK riêng những app mặc định đã chiếm hết nửa bộ nhớ máy nên khá thất vọng,0
Iphone pin yếu muôn thuở!  Giá như pin nó đc gấp rưỡi bây giờ thì mới ngon ! Dùng iphone 6 được 2 năm và đã ngán iphone ,0
"Sản phẩm tốt, đúng vs nội dung mô tả sản phẩm, dịch vụ tốt, nhiệt tình, hy vọng shop vẫn tư vấn nhiệt tình vs mình ạ!!!",1
Rất mượt,1
Máy mới mà bắt wifi quá kém. Chán. Sai lầm khi mua ss a7. Cam trước chụp cứ ảo ảo ko đẹp ,0
"Sau 20 ngày mua thì thấy Loạn cảm ứng , chụp hình xấu, thua oppo f9 nữa , máy không mượt , chạy chậm",0
Pin tuộc khá nhah 5000mah mak sử dụng giống như 3000mah sạc đay pin vào lúc 11h khuya để đến sag tất 3g wifi...đến 7 30 sang pin còn 82%....còn ăn pin hơn còn j7 pro tui đung 2 năm,0
"Máy mượt , mới , chơi game tốt, pin trâu. Nói chung mọi thứ đều ok.",1
A10s. Không cài được samsung music và vài tiện ích khác bị cắt bớt. Nhưng cũng vừa túi tiền rồi.😀,0
đau lòng lắm các bác ạ dc 15 ngày cày tieg việt nhận dc tin gui dt về cửa hàng bao hàng cày .giao hàng chạm wa troi ,0
"Tệ, màn hình hiển thị không đẹp. Màn hình cứ đỏ đỏ kiểu như bị ám đỏ  trên các dòng S và dòng note ý. Còn nữa, màn hình full hd+ mà hiển thị còn thua hd+ là sao. Mua phí tiền. Có ai giải thích được về phần màn hình như vây không.",0
"Đóng gói chắc chắn! Sản phẩm dùng rất ok, tốt trong tầm giá! Đáng giá 5*",1
"Mẫu mã rất kute, âm thanh to rõ",1
Hàng đúng hình đẹp xài ngon . Cảm ơn shop,1
"Hàng tốt có cái hơi bị chài chúc,nhưng sử dụng thấy ok rồi.cám ơn shop ạ",1
mình mua máy ngày đầu mới đưa ra bán ở cửa hàng sài được một tuần mang ra kĩ thuật viên báo không lỗi nhưng sụt pin rất nhanh nhưng  lúc mang ra đổi vẫn chưa tới một tuần mang ra thegioididong ở nguyễn thị tú quận bình tân vẫn không cho đổi bảo mang ra hãng bảo hành nhưng em đã mua rất nhiều sản phẩm điện thoại cho người nhà vẫn cho đổi bình thường nhưng lần này quản lí không cho đổi bảo mang ra hãng bảo hành nhưng đã lỡ mua nên phải sài ,0
Không cần biết máy liếc có ngon k. Riêng về khoản chăm sóc khách hàng là đã 10 sao r. Còn máy thì okeeee lắm. Chủ shop lại vui tính nữa. Ai có ý định mua thì mua đi đừng nghĩ,1
Máy đẹp như mô tả . nguyên seal . mua ở đây chưa thất vọng bao giờ,1
"Chất lượng sp tuyệt vời. Đóng gói sản phẩm chắc chắn, giao hàng nhanh",1
giao hàng nhanh. full box.. rất hài lòng,1
mua rất nhiều lần tại Bích Ngọc mobile và lần nào cũng rất hài lòng về chất lượng,1
máy quá chất đáng đồng tiền bát gạo,1
"Máy bị lỗi shop ơi, loa trong không nghe được phải tải loa ngoài mới nghe.",0
Giá tốt tuy nhiên đặt 16G shop giao 8G hơi buồn. Cáp sạc máy xài oke hết. Anh em nào muốn mua thì nhắn tin trước cho shop để tránh giao nhầm bản 8G. Hi vọng lần sao mình mua máy bộ nhớ cao shop nhớ giao đúng nhé.,1
Máy tệ pin yếu chơi game lag thiết kế nhựa cảm giác cầm nắm hơi ọp ẹp không chắc chắn gì cả ,0
Ngon bổ rẻ,1
"Loa hơi bé,bộ nhớ trong có 20kb ko phải 4gb mà shop mô tả",0
Oppo f11 chơi game rất tệ ai đinh mua chơi game mình khuyên là không nên mua f11,0
"5tr để rinh về 1 con đứng máy liên tục,, loạn cảm ứng,, cảm ứng lúc ăn luc không,, đã gửi bảo hành mong đổi lại 1 con bình thường,, quá thất vong!",0
Hàng dùng ngon đấy ae. Lâu dài thì chưa biết nhưng mới nhận được cảm quan khá ngon. Cầm chắc phím bấm chắc nghe to gọi rõ. Màn hình màu. Hộp có tem seal nhé. 2 sim có thẻ nhớ. Ko ngờ mua 200 có con máy việt nam ngon nét. Lần sau chắc chắn sẽ mua tiếp con nữa.,1
Chủ shop tư vấn rất tận tình chu đáo,1
"Mua được 1 tháng 3 ngày. Có tình trạng giật lag khi chơi game. Bị đẩy ra màn hình chính. 
Tệ ",0
"-giao hàng nhanh. mới đặt hàng hôm trước,hôm sau đã có nhân viên gọi điện báo giao hàng. -cấu hình khá ngon trong tầm giá, máy chạy mượt, kết nối 3g,4g,wifi tốt. ",1
"Lần dau dùng opop  ma thấy  nản  với ram 6g ma lúc  nào  cug chi còn  khoảng 2,5g.hối hận la mua opop",0
Màn hình thay. Dán hở. Pin chai còn lại ok,1
Bất ngờ chưa yêu shop nhìu nhìu hàng bao đẹp còn đc kiểm hàng cho shop 5 sao là ko đủ cách phục vụ rất tốt shop tư vấn tốt rep khách hàng nhanh iu shop,1
Good,1
Máy mới full box chính hãng chưa qua sử dụng.,1
Đóng gói hàng chắc chắn chất lượng sản phẩm tuyệt vời giao hàng nhanh,1
đúng mẫu mã và quà tặng đầy đủ - không có tiếng việt rất khó chịu (danh cho bạn nào rành dùng thôi) - tai nghe đi kèm rất tệ bị rè - cái miếng dán đi kèm không phủ hết màng hình (bửa sau shop giao cho nười khác miếng bự hơn) ----- Bỏ qua các yếu tố linh tinh trên thì máy rất ngon dùng rất sướng. 5*,1
Tạm. Mau hết pin,1
Ok. Máy tốt . Trên cả tuyệt vời,1
"QUÁ TỐT , MỌI THỨ ỔN , NÓI CHUNG LÀ OK , PIN THÌ CŨNG OK",1
tuyệt vời cho một flatship .nv quá nhiệt tình. đt chụp hình và quay video 4k đẹp hơn cả s10 đã tes tại tgdd ..tuy mua hàng đổi trả giá 15t và còn 10.5 bảo hành chính hãng máy mới 99% rin đét..cảm giác xem phim và online phê quá..Đã mua tại tgdd,0
"Shop tiết kiệm quá , máy đẹp đắt tiền non mà tặng cái ốp có 40k . Làm em lại phải ra tiệm in ốp ",1
"điểm yếu duy nhất là về viên bin 4k nhưng 1h tuột 25% bin dù không có ứng dụng chạy ngầm, máy khá nặng, ",0
Mong cập nhật lại phần mềm cho máy. Từ khi máy cập nhật lên phần mềm mới thì máy hay bị lỗi. Chán ghê,0
hàng tốt giá rẻ không thể tốt hơn,1
mau hao bin qua,0
Shop gửi sai màu vs vân k len dc..ghép sim cx k lên,0
"Thứ nhất là gửi sai màu,mình đặt vàng ánh kim mà gửi màu xanh.Thứ 2 là pin kêu khủng mà rất nhanh hết pin nóng máy.Rất là bực.Trước mình có mua 1 chiếc sam sung của cửa hàng chính Lazada 3 năm rùi sài vẫn ok.lần này thì quá thất vọng.",0
"Theo tui thì m20 sài cũng được ít lỗi khi nhấn cảm ứng như bị liệt khoảng 1 chút nữa mới nhận được màn hình ,màn hình full HD thì cũng tạm được ok k sắc nét lắm t thích màn hình full như vậy .T k hài lòng ok mua khoảng nữa tháng rồi cập nhật phiên bản mới màn hình cũng vậy k khác gì cảm ứng k nhạy như xưa",0
Mình mua máy đc 1 tuần rồi 25/4. Nhìn chung thì ok. Tuy nhiên máy bắt sóng 3g 4g quá yếu. Không biết có ai giống mình không?,0
Máy ok. Shop tư vấn nhiệt tình . máy ổn. Nghe nhạc . bắt sóng tốt. Pin sạc đầy đủ,1
"giật , đơ , loạn cảm ứng .... hy vọng là lỗi phần mềm để samsung có thể cập nhật và khắc phục ...",0
rất thất vọng về sp này của ss,0
"Đúng chuẩn zin, giá cả lại hợp lý. Shop bán hàng rất uy tín. ",1
Mình dùng bản ram 6g Máy chơi liên quân bị văng liên tục. Tầm 5 trận văng 1 trận. ,0
"Sản phẩm chính hãng , giao hàng nhanh",1
"Máy tốt, loa to sóng khỏe, shop tư vấn nhiệt tình! ",1
"Rất đáng tin cậy , mọi người cứ yên tâm mà mua hàng nhé ",1
Đóng gói và seal sản phẩm kỹ lưỡng. Hàng đẹp và chất lượng sản phẩm tuyệt vời.,1
Shop nhiệt tình. Máy đẹp và hoạt động ổn định. Cảm ơn shop!,1
"Mình mới đổi từ Realme 2 pro qua A30, mở vân tay, hay mở máy bằng khuôn mặt chậm hơn realme 2pro, camera cũng thua realme 2 pro, k có quay phim 4k, k có quay phim chậm như realme 2 pro, xóa phông vật k được",0
Sshop phục vụ nhiệt tình mặc dù có gửi cho m 1 con máy bị lỗi trước đó xong vẫn gửi lại m 1 con máy khác ok shop uy tín nhé mọi người có thể tin tưởng mua ở shops nhé,1
Ngon lắm rẻ shop tặng cả sim ghép ,1
Ok ngon,1
"Sản phẩm đẹp, lướt mượt Giao hàng nhanh và đóng gói cẩn thận. Cảm ơn shop",1
Mua r mới thấy hối hận vì pin quá tệ . K xài mà vẫn tuột pin . lên cữa hàng thì nhân viên nói là pin k có vấn đề cứ khăn khăn cho rằng ứng dụng chạy ngầm . Cái oppo reno2f này nó hút pin còn gê hơn iphone 6s plus đã sữ dụng qua 2 năm .mong là hệ thống khác phục .,0
" Mới mua máy hôm 28 tết. Máy nhanh hết pin, để ko sử dụng cũng bị tụt pin. Nếu nghe gọi nhiều cùng lắm chỉ được 1,5 ngày",0
Mình mới trải nghiệm mấy hôm nhưng mình soi được 1 số lỗi như sau: Vân tay rất tệ vừa cài thì dùng ok nhưng sau 2.3h thì lại không nhận ra vân tay. Bắt sóng đt + wifi đúng kém luôn. Thua xa con j7 prime mình dùng. Lâu lâu màn hình bị tối lại rồi giật giật. Tắt đi mở lại mới bình thường.... K biết máy mình bị lỗi hay tất cả đều bị như vậy,0
Điện thoại dùng tốt,1
"máy nhận ok đẹp, mượt, nguyên hộp, nói chung rất hài lòng, dc tặng cả ốp lưng+cường lực ❤️❤️. phục vụ dễ thương",1
