CONTENT,STAR
"Pin nhanh hết quá màn hình bị lỗi giật màn hình. Mà máy chạy cũng chậm nữa nói chung k hài lòng ",2
"Máy chạy 4g chán kinh khủng.mang cái mác ram 4g chạy chán",3
"Máy sạc nóng ( cắm sạc 2 phút) , bắt wf và sóng 4g rất yếu chỉ hiện 1 cột thui,  vào mạng rất chậm, nhanh hết pin, quá tệ ",2
"A50 kết nối 4g quá kém, cùng 1 sim cùng 1 nơi nhưng bỏ vào mày khác chạy vù vù mà bỏ vào a50 ko load nổi ảnh trên fb luôn. Chán thật.",2
"Tại s máy mới mua về sử dụng được 2 ngày. Máy ngày đầu máy vẫn bình thường . Rồi đến ngày thứ 2 thì máy tự nhiên tự sụp nguồn mở nguồn lên không được rồi nó hiện chữ        (lỗi) xong sụp nguồn tiếp ạ. Định đi đổi máy khác nhưng h lại lên đc ko hiểu s. Mong tggd phản hồi ạ",2
"máy đẹp, dùng ổn. ngại mỗi cái cảm biến vân tay ko ra gì. có bản cập nhật nào cho vân tay thì tốt. ",3
"Vân tay mở ngón nào cũng được không lẽ máy bị gì hay sao có ai thử giống mình không",2
"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì lúc được lúc không.",3
"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì luc dc lúc không...",3
"Lóa nghe nhạc có tiếng rề rề,vẫn tay lúc được lúc không,mới thư đều ơn.mong samsung khắc phục lại!",3
"Mới cầm biến vẫn tay lúc vào được lúc không, lóa mờ to thì bị rề rề không hay.mong khắc phục lại",3
"Máy đẹp, ổn với giá, cảm biến vân tay quang học hơi phiền phức vì sai thế tay thì khó mà mở được máy, đồng thời chỉ lưu được 3 kiểu vân tay. Mong khắc phục sớm",3
"Giao diện máy hơi th không đẹp như M20, máy đôi khi nghe loa ko chuẩn, sóng đứng ngay khu vực phát mà vẫn kô ổn đĩnh ( đàm thoại như bị mất sóng), cảm biên vân tay gần như trưng bày cho có, bấm đến mấy lần cũng vẫn bảo ko khớp, trong khi chi co một ngón tay",3
"Ko biết sao mà cứ gọi điện thoại là có lúc cứ như bị rè rè loa, có lúc thì ko nghe được cứ như bị mạng chập chờn mà cột sóng thì full,... wifi 5 full mà có lúc bị đơ mạng, không bắt được mạng,... (chủ yếu về mạng và loa thoại)",3
"Thiết kế đẹp, camera ổn, sáng nay vừa cảm ứng vân tay nhập chục lần không vào xong tự tắt nguồn, mở mãi không lên, 1 lúc sau mới lên, pin 4000 nhưng như gì sài mau hết pin ngang cái j5 là cùng. ",3
"Con hàng này có 2 cái tệ là máy bị nóng và cảm biến vân tay dưới màn hình cực kỳ tệ.. còn lại mọi thứ bình thường.. ko có gì quá nổi bật trong phân khúc khi nhìn qua các hãng của trung quốc như Xiaomi hay Huewei... có lẽ ng tiẻu dùng vn nên chuyển hướng sang đt Trung đc rồi hoặc Iphone",3
"Cảm ứng ko nhạy, camera chụp đẹp, sạc nhanh, pin cx ko trâu lắm đâu, loa khá ổn, cả đêm chỉ tụt 1% pin, so vs con j7 prime mh dùng trc thì A50 này mh ko thích bằng j7 prime. Cảm ứng có vẻ ko ổn định đâu. Đừng thử ",3
"cảm biến vân tay cực kém nói thẳng là nên vứt đi. chuyển sang dùng nhận diện khuôn mặt. mới dùng thì rất nhanh và chính xác tới nay là gần 1 tuần thì khả năng nhận diện ngày càng chậm và hay báo sai. Đây là sản phẩm kém chất lượng chứ không phải lỗi nữa, samsung sản xuất ra mà họ không tự trải nghiệm trước khi bán. Bán hàng không có tâm như thế thì tôi xin hứa đây là sx cuối cùng tôi mua gắn mác samsung.",1
"Trước nghe A30 hay bị lỗi cứ nghĩ A50 sẽ khá hơn nhưng hoàn toàn thất vọng.máy bị lỗi cứ tắt nguồn rồi đứng máy.không đáng mua tí nào",1
"Cứ cảm giác nge nhạc loa cứ bị dè ấy k trog, nge rất là chán. Phải chăg dòg này nghe nhạc k tốt",3
"Vân tay kém, máy nóng, bắt sóng yếu ( lắp 2 sim càng yếu).chụp hình đẹp. Sạc pin nhanh, pin ổn.",3
"Máy hụt pin nhanh. Mang tiếng sạc nhanh mà sạc mãi mới đầy. Thua con oppo f5 mình dùng gần 2 năm. Màn hình hay bị treo.  Vân tay chậm. Nóng máy. ",1
"Pin xuống nhanh.mang tiếng máy mới mà test vào liên quân với iphone 5se còn vào chậm hơn.",1
"Chán con a50 này quá.pin tụt nhanh mặc dù 4000mAh.vân tay thì lỗi..ngày chả chơi game gì lên mạng tầm 1h mà chỉ còn khoảng 35% pin...",1
"Mới mua. Vẫn đang trong quá trình test máy, nhận thấy a50 bắt wifi khá kém. 4 vạch nhưng vẫn k load được fb, gọi mess còn đơ đơ như kiểu lúc wifi yếu. Cảm ứng vân tay chưa được ok lắm. Máy sạc nhanh nhưng sạc xong hay bị nóng máy. Lọc ánh sáng xanh không được tốt lâm",3
"Dt k sài được gì cả k sài 4g chơi game dk wifi vào game là tự tắt mới đi bảo hành đổi cái khác h vẫn vậy",1
"Cảm ứng k nhạy, màn hình giật lag, đang sử dụng đột nhiên màn hình tự tắt rồi tự mở lên màn hình khóa, vân tay thử 5 lần đều báo không khớp",1
"Cho em hỏi là mình sài còn khoảng 60 70 % pin sạc tiếp có bị chai pin ko ạ. Với sạc như nào không bị chai pin ạ",1
"Máy nóng kinh nhất là khi đag nch hoặc đúc túi quần, pin hết quá nhanh dù k dùng j, đc mỗi cái chụp ảnh đẹp.",3
"Máy màn hình đẹp pin rất tệ camera hơi ổn. Lỡ mua rồi cũng hơi tiếc tạm chấp nhận",2
"Mới mua máy được mấy ngày nhưng thấy máy nhanh hết pin, pin tụt nhanh, vân tay chậm, vào mạng kém, sóng yếu. Còn lại là ok hết",3
"Màn hình hay bị giật lag, đang xài tự nhiên màn hình đen thui rồi tự sáng lên. Phải mở khóa lại mới sử dụng tiếp được. Vân tay chậm. Có khi cả 5 lần đều báo vân tay không khớp.",1
"Mình mua về dùng 2 ngày thấy máy ok nhưng pin tụt nhanh, cảm biến vân tay hơi chậm",3
"Máy bắt sóng wifi, 3G,4G  kém quá vào game chơi không được gì hết,pin tụt nhanh, cảm thấy thất vọng",2
"Quá thất vọng về a50 máy hao bin quá mạng WiFi cũng yếu 
Vân tay dưới màn hình mở 5 sau lần mà ko dc
",1
"Cho mình bình luận cái nhe. Máy mới mua chưa được 2 giờ . Cài đặt đc 1 game. Để máy trong tình trạng chả có đụng tới máy tự rung rồi kêu như vẹt kêu ( ẹt ẹt ẹt ) rồi hiện tại là nguồn chả lên . Hiện tượng được gọi là chết con chuột . ",1
"Qua 3 ngày sử dụng có nhận xét:
- ưu điểm: màn hình ok,máy mỏng rất tuyệt vời đúng điểm mình thích,camera ok nhưng mình thấy không đẹp bằng hãng oppo,mặt sau cầm ôm tay,nhận diện khuôn mặt ok.

- Nhược điểm: mặt lưng bám vân tay kinh khủng nên phải dùng ốp lưng,mở khóa vân tay chậm kjnh khủng,kèm theo nhận vân kém ,4-5 lần vẫn chưa mở được,,pin 4000mah mà hụt nhanh,không chạy ẩn ứng dụng gì mà 1 đêm hụt 20% pin,trước đó mình dùng iphone qua 1 đêm chỉ hụt 3% pin,bắt wifi kém quá trời so vs những dòng khác như iphone,oppo,...thậm chí đôi 3 vạch sóng wifi mà không load nổi gì luôn,trong khi đó máy khác chạy ầm ầm,chơi game giật đùng đùng,nhắn tin  phím chạy linh tinh.
Tóm lại mình thấy chỉ được bề ngoài,chứ không ổn bằng dòng khác trong tầm phân khúc,dùng 3 ngày thấy chán luôn",3
"Máy sóng kém quá, hay bị mất sóng, e mới mua đc 2 ngày mà thất vọng quá, bằng bấy nhiêu tiền mua máy khác dùng ok hơn nhiều",2
"Sau khi sử dụng 3 ngày mình thấy
-pin 4000 mà tụt nhanh kinh khủng
-vân tay chậm,nhận vân chậm thập chí 4-5 lần k nhận vân tay
-đag chơi game có messenger mở con trỏ k được no cứ chạy linh tinh
-nt chữ chạy linh tinh,k đúng

Tóm lại được bề ngoài đẹp,còn lại k ổn so với giá cùng phân khúc",3
"Mau hết fin kinh khủng , tắt hết các thiết bị chay ngầm đến sáng mà fin hao mất 20% .cảm biến vân tay quá châm. Đc mỗi camera đẹp. ",1
"Trước đây dùng a7 sau này đổi qua dùng a50 thì mình thấy như này: Màn hình ở chế độ lọc ánh sáng xanh mà cứ như ko có lọc, tối dùng rất là đau mắt, thua xa a7. Thứ 2, màn hình lúc coi video sao thấy như độ phân giải kém, ko rõ hay là do mắt mình? Ko hiểu? Thứ 3 về cảm biến vân tay quá tệ, còn về mở khóa bằng khuôn mặt thì mình selfie ở đt iphone xong bỏ vào camera selfie a50 này cũng mở luôn (không hiểu khóa kém thế mà khóa làm gì). Thứ 4, camera gì mà ảo lòi, ảnh thấy ko rõ nét, tệ thế nào ý. Thứ 5, máy có vẻ chuyển từ app này sang app khác đôi lúc đơ đơ. Nói tóm lại ko mượt như a7 được. Được cái pin nhiều hơn và có dùng cáp type-c. Thất vọng quá, chờ em nào mới ra đổi thôi.",2
"Pin kém mau hết pin so với mức pin 4000 mah. Máy mau nóng sau 2 ngày sử dụng và cảm thấy thất vọng về sản phẩm",2
"Pin kém lượng pin tận 4000 mau hết pin kinh khủng, máy mượt sài êm chỉ mỗi cái pin so vs con j7 prime thì nhưng nhau trong khi noa chỉ 3300",1
"Máy đẹp màng hình đẹp, vân tay dưới màng hình hơi chậm nhưng ko sao, sạc pin nhanh rất tốt nhưng cũng nhanh hết pin nữa
Chốt lại là pin hơi yếu",3
"Sau khi mua 3 ngày thì có nhận xét như sau: cảm ứng dưới màn hình quá tệ cần cải thiện rất nhiều,nhiều lúc cả 5 lần đều không nhận vân tay,về nhận diện khuôn mặt nó mở khóa cả khi nhắm mắt!!! @@,điều này thật khó hiểu,về phần cảm ứng không nhạy lắm,thua xa con xiaomi cũ của mình....con này cần cải thiện nhiều so với giá 7tr...cho 2 sao để cố gắng.",2
"Vân tay không nhạy
Hôm nay tự nhiên không bật được wifi. Phải reset máy mới bật đc. Có ai bị như e chưa",1
"K hài lòng nhé mua vivo ngon hơn camera xấu tệ chụp xong còn hơn trk k chụp luôn. chơi game lq đoi lúc vẫn lang k phải do mag.  dk cai màn hinh ",3
"Điện thoại chỉ được cái camera thôi còn lại quá tệ. màn hình super AMOLED Full HD sao kỳ lộ rõ pixel như màn HD vậy, hay mình cài đặt được?",3
"Quá thất vọng và sai lầm khi mua con này. Vân tay và khuôn mặt quá chậm. Chức năng hiển thị và font chữ không như ý 😞😞😞",2
"Máy chạy nóng quá. Check antutu nhiệt độ cpu toàn trên 50 độ.  Pin 4000 mah nhưng dùng 1 ngày là phải sạc. Không biết trả lại được không. Hơi thất vọng.",3
"Mình mua được 3 ngày rồi Chơi game cũng mượt đấy Cảm ứng không nhạy cho lắm nhiều lúc chơi pupg phải bấm 2 lần mới ăn Về cảm biến vân tay cũng ko nhạy cho lắm Pin 4000 thua con j7 2016 pin 3300 nhanh hết lắm Chơi game nhanh nóng nữa",3
"Cảm biến vân tay không được nhạy ấn vào toàn báo không khớp.còn mọi thứ đều rất ok",3
"may ổn trong tấm gia ..nhưng phần chíp máy chắc để dươi cụm Cam nên khá nóng (nóng khá giống mấy con chip Snap)..cảm biến quang hơi chậm nhưng cũng ôn( chắc do dung 1 chạm riết quen )..màng có HDR tốt ..loa ngoài hơi nhỏ ...riêng phần cam trước ..Sao nó ảo quá trời ..Pin máy tốt ( vài ban chê pin tuột chắc chưa biết các tối ưu pin lại )..Nhìn chung máy rất ổn ..",3
"Máy để qua đêm tụt pin nhah...chụp hình thì chưa đc ổn cho lắm...lượng pin nó tụt khi để qua đêm .camera chưa đc tốt cho lắm trong giá tầm trung",2
"Tất cả ok. Xài nhiều cũng ko nóng. Chỉ camera là xấu tệ đủ sáng ảnh vẫn mờ, Ko sắc nét. ",3
"Mới nhận máy ngày hôm qua, hôm nay test nguyên ngày thấy máy nhanh nóng quá; máy nóng tụt pin nhanh. Mới chơi game 30 phút là nóng rất nhiều, giảm hiệu năng xảy ra hiện tượng giật lag; chỉ chụp ảnh thôi củng nóng.....Trả máy thôi chứ lô máy này tệ quá. AD máy như thế có trả lại được không?",3
"Máy không mượt lắm vân tay rất chậm hơi thất vọng mong sau này sẽ được cập nhật lại nhân viên phục vụ nhiệt tình thân thiện sẽ ủng hộ thế giới di động ",3
"Máy không mượt lắm vân tay rất chậm hơi thất vọng mong sau này sẽ được cập nhật lại nhân viên phục vụ nhiệt tình thân thiện sẽ ủng hộ thế giới di động ",3
"Dùng được 1 ngày mọi thứ đều ổn trừ cảm biến vân tây cực tệ. Chậm và cực kì thiếu chính xác, dùng 5 lần nó chỉ nhận 1 lần còn lại toàn báo sai.",3
"Rất tệ(k phải máy tệ). Đặt hàng tưởng được tạng cục sạc nhanh hãng samsung (đó là bộ quà của ss mà cũng đổi cho dc) ai ngờ ra dc tặng cục sạc thường hãng AVa mà lại k có dây usb để xạc nữa chứ. Hỏi sao k có dây lấy j sạc nhân viên ngồi lắc đầu. Cạn lời. Hay là lấy dây usb ra để bán riêng lẻ. Có ai bán cục sạc du phòng mà k có dây sạc k. Chưa hết mua ở tgdd mà bao bì đem về thì hãng điện máy xanh. Bán dùm ak. Tôi mà biết trước tôi cũng chả đặt.",1
"Mới nhận máy tối qua , có vài nhận xét . Máy nghe gọi khoảng 3 phút là bắt đầu nóng , mình mới cài mỗi zalo và báo mới nhưng pin tụt nhanh , lâu lâu lướt facebook  khoảng 5p rồi thoát ra khoảng 2h pin tụt từ 48 xuống còn 30 %   , cảm biến vân tay trên màn hình hay hiện ra và đơ lun trên đó ,phải tắt màn hình và mở lại thì hết, camera chụp ko đc đẹp ,  màn hình sáng đẹp , mình chưa chơi thử các game nên chưa có đánh giá gì nhiều chỉ mới đc vậy thôi .",3
"Mới nhận máy xem sài thêm vài bửa nữa có ổn hay ko, vô cài đặt để thêm vâng tay khác thì máy bị treo luôn, làm phải khởi động lại máy. Pin tuột hơi nhanh.",3
"máy ms vào game đc lúc là nóg máy và sụt pin nhah, k biết do pin hay máy lỗi nóg nhah dã man ấy",3
"Thiết kế đẹp mắt. Cảm ứng rất là ngon.camera 25 chấm mà cảm thấy xấu thua oppo a3s.pin sụt khá là nhanh.mh đã dùg samsung m20 pin 5000 mà dùng đc khoảng 2ngay mà con này pin 4000 khéo dùng chưa đến 1 ngày hết. Chốt lại là ngon nhung pin ko ngon",3
"Samsung dạo này làm ăn mất hình ảnh quá. Sáng vừa nhận điện thoại mới, tối về màn hình bị lỗi, dù nâng như nâng trứng. Bực không tả nổi.",1
"Facebook ko tag tên bạn bè được viết stt hay đăng ảnh đều vậy cứ quay đều quay đêu thôi",1
"Mới lấy máy a50 hồi chiều nhưng lỗi ko tag tên bạn bè trên facebook dc đăng stt hay đăng ảnh ko thể tag dc tên cứ quay đều quay đều thôi",1
"Dùng mà cảm ứng loạn lên hết. Chả biết sao. Chán. Nếu cảm ứng không loạn thì dùng cũng được",1
"Samsung A50 đang xuất hiện lỗi sử dụng messenger xoay ngang màn hình lúc biết tin nhắn không thể nhìn thấy kí tự đã viết. Tôi cập nhật rất nhiều phiên bản nhưng samsung chưa khắc phục điều này",3
"Khuyên mọi người k nên mua rất phí tiền mua con này thà mua mấy con trung quốc xài sướng hơn Chơi game rất giạt lác pin nhanh tụt khuôn mặt nhận diện lâu vân tay nhận diện rất tệ camera sau rất dễ nứt mình mua r k làm gì để túi quần cũng bị nứt mẹ mình xài cũng v chụp hình như xác sống zombie nghe nhạc loa thời gian sẽ rè sạc nhanh j k pk phải hơn 1 tiếng mới đầy",1
"Mk sài đk 3 tháng máy sạc nhanh. Pin trâu. Nhưng thường xuyên bị rựt và đơ. Đến tgdd sửa r ve dùng vẫn bi vậy. K quay đk video nen danh chiu thui ak",2
"Đổi sang chip snapdragon đi samsung.chíp exynot chậm lắm.người dùng đánh giá ko cao với con chíp của hãng",3
"Điện thoại loa ngoài và mic bị dè và chập chờn k nghe rõ.nhiều lúc phải khởi động lại máy mới hết .",1
"máy loạn cảm ứng liên tục. chán mong ss sữa lỗi.
Lâu lâu thì bị đơ và lang. mỗi cái chữ thôi mà viết chữ b ra chữ n",1
"Mua máy hồi tháng 9 2019.về máy nóng+mồ hôi hay hơi nước trên màn là bị loạn cảm ứng đi bảo hành 1 lần về vẫn như vậy(chán).đều là sim viettel 4G.mà lắp mayd oppo lươt wep chơi game mượt k giật lác.lắp vô samsung A50 không có sóng chứ còn chưa nói đến 4G.có 4G chơi game thì giật mạng yếu thôi rồi.cảm ứng vân tay từ khi mua về không sử dụng đk luôn.lần đầu sử dụng samsung mà thất vọng quá.sẽ không bao giờ mua samsung nữa...",1
"Máy loạn cảm ứng, nhận diện vân tay kém, bắt sóng và wf kém. Được cái pin trâu và thiết kế đẹp mắt.",3
"Đã dùng 1 năm : Máy đẹp mỏng nhẹ, pin cực trâu, để qua đêm hao 1% . Máy bắt 4G,wifi kém, nhiều khi đơ luôn.  Nói chung máy này làm cảnh thì ok, xài internet thì chân vãi luôn...",1
"Lúc mình mua về được vài tuần thì máy thông báo ổ sạc ẩm không cho sạc.Đem ra bảo hành thì nhân viên chỉ lau qua,không xem kĩ nhưng về có sạc được,1 thời gian sau màn hình máy tím hết không sử dụng được,mình phải đem ra tận chỗ của samsung để sửa và mất thêm 3 triệu  ",2
"Mọi thứ đều ok. Chỉ riêng camera trước buổi tối hay ở những chỗ ánh sáng yếu chụp ảnh đều bị nhiễu sọc",2
"Sam sung a50 pin 4000 mà sài mau hết pin quá...pin tuột rất nhanh nản thiệt....mong sam sung ra phần mềm mới kéo dài tuổi thọ pin lâu hơn....",2
"Nói thiệt mình sẽ không bao giờ mua samsung nữa thất vọng quá , bắt sóng kém vkl mạng lag liên tục",1
"Dùng dk gần 1 năm..  Máy vân tay k nhạy,  lỗi main ,  lỗi nhiều lắm  ....  Gửi bảo hành thì hãng báo lại giá bh mất 2,3 tr . khuyên mn đừng nên mua con này ",1
"Tẩy chay sam sung là có thiệt. Mức giá nè mà thua cả dt trung quốc. Vân tay thì chậm. Pin mau tuột.. Chơi game thì lag. Lâu lâu cảm ứng bị đơ. Bắt sóng thì íu.. Quá tệ",1
"Quá tệ máy kém sóng lag thỉnh thoảng chơi game bj lag giật vân tay bất tiện  quá thất vọng về ss",1
"Mình mua máy được vài tháng nhưng được một thời gian thì lag, loa dè, máy sập màn hình, thất vọng.",1
"Sau gần 1 năm sử dụng kết luận là samsung a50 Không chơi liên quân được nha mọi người. Đơ giật lag",1
"máy dùng thì gọi là tạm được vì giá này thì chỉ được thế nhưng Vân tay phải nói là quá chán luôn ",3
"Mới mua về xài được, xài lâu máy bị đơ cảm ứng lag ko bấm được, đem ra tgdd thì bảo do tải nhiều ứng dụng quá mà trong khi đó bộ nhớ trong thì tới 4gb chẳng tải được gì nhiều vì lag máy ",2
"Hao pin cực nhanh...chơi game lag liên tục ,nói chung là cực kì tệ thua cả con máy tầm 3 4tr",1
"Xài mà muốn đập máy, để 3g còn chạy tạm nhưng vẫn yếu. Bật 4g lên mạng sập lên sập xuông. Dòng máy gì lỗi ",1
"Dòng điện thoại này nhiều máy bị loạn cảm ứng, nhảy loạn xạ. Mang đi bảo hành về vẫn bị.
",1
"Mua được 1 tuần, gọi đt loa rất bé, khó nghe, mất sạc nhanh. Tính năng khác đều ổn",3
"Máy không làm gì cả thì hơi ấm ấm phần đầu . Pin tuột khá nhanh . Vân tay thì đôi khi nhận ra đôi khi nhận tới lần thứ 5 ,6 mới ra . Nói chung thất vọng  ",1
"Sao điện thoại hay bị rớt sóng quá vậy ad.  Cảm biến vân tây cực tệ. Điện thoại mở 24/24  khách gọi nói bị thuê bao hoài. Nản.",2
"Máy pin dùng tụt khá nhanh, cảm ứng k nhạy cho lắm, hay bị mất sóng. Vân tay không nhạy, phải chạm nhiều lần, hic. Một điểm trừ khá đáng tiếc. ",3
"Hay bị lag bs lại lướt youtub vs face là hay bị giật vs khựng . Còn lại thì tạm ổn",3
"Mọi người không nên mua ss a50s hay bi đơ máy.nhắn tin và lưới ww nhảy lung tung..cảm biến chập chờn.gọi chung cảm ứng k tốt",2
"Sử dụng samsung cứ hay bị quảng cáo chen ngang thế ko bit. Ghét cay đắng. Ko bit làm sai chặn tất cả quảng cáo đc. Chắc bỏ dòng samsung quá.",1
"Máy mua về được tháng giờ mạng yếu,máy ngta chơi game bình thường máy mình không có sóng để nghe và gọi.pin yếu không được 1 ngày nữa.cảm ứng thì chỉ gần dính mồ hôi tay là khỏi bấm luôn chứ chưa nói đang chơi game vô tình dính giọt nước mà song rồi tự đi tự đánh v.v.nói chung lần đầu sử dụng sam sung mà thấy thất vọng quá thua xa oppo xiaomi huawei.v.vv..đem ra thế giới di động không biết sao chắc lại đem đi bảo hành.",1
"Các bạn ko nên mua a50 mình  sày đươc 5 tháng máy loạn cảm ứng way nếu mua xin hảy căn nhắc . 
",1
"Đèn pin không bật được. Cứ bị loạn cảm ứng. Sạc pin chưa đầy 100% là bị ngắt, sạc không được nữa. Pin tuột không phanh",1
"Hối hận khi mua em này ,pin tuột như tuột quần ,cầm không chắc tay,sau 2 tháng sử dụng đèn flash không sáng ,cập nhật lỗi tùm lum ,thua mấy con Oppo tầm thấp",1
"Từ khi cập nhật bản mới 12/11 thì máy ko thèm nhận sạc luôn còn cam trước thì cảm giác giật giật hơi khó chịu",3
"Liên tục mất 4g, nên suy nghĩ trước khi mua. Cầm điện thoại mà k 4g khác gì cầm cục gạch...",1
"Màn hình hiển thị sắc nét, camera tốt trong tầm giá, máy cũng khá đẹp.
Nhưng... Sau 2 tháng sử dụng tôi thấy
điện thoại này sóng không ổn định, pin tuột nhanh, cảm ứng không nhạy.",3
"Tôi mua sản  phẩm  này  2 tháng rồi màn hình đẹp pin khỏe ơ mức giá này ko chê được ",3
"Thấy ở bên Samsung Việt Nam đê thông báo từ ngày 24 đến ngày 25thang 10/2019 a50 được giảm giá chỉ còn 5 triệu mấy với phiên bản 64GB 6 triệu mấy với phiên bản 128gb sao ở đây ban thấy không giảm giá gì hết vậy .",1
"Khuyên ae chơi game đừng mua. 4g bắt yếu. Vào lq đánh k đc. Tưởng gam 4g ngon ai ngờ",1
"Màn hình đơ luôn liên tục điên thoại cảm biến không được đánh chữ nọ sọ chữ kia rất tệ",1
"Chưa khi nào dùng samsung.lần đau tiện dụng thấy đung kg mượp mà bằng oppo bin tụt máy bắt sống khá yếu. Ở nhà sóng ai cùng khoe chỉ mình dc vặc. Dùng mà thấy nản",1
"Thật sự đt a50 này lỗi lùng nhùng lắm ghét nhất 4g wi-fi  quá kém cần vá lỗi để sử dụng ổn định hơn ",1
"Màn hình dài. Xem video hay youtube đúng là thảm họa. Để đúng tỷ lệ thì 2 đầu đen màn dài. Zoom to thì cắt đầu cắt chân. Pin tụt đều đều. Cảm ứng không chuẩn.",3
"thao tác với nó khá chậm, từ cuộc gọi chậm, cảm ứng chậm, vân tay chậm....ko bằng con HTC cũ mua 5 năm của mình.",2
"Sóng 4g yếu khủng khiếp bó tay. Ỏ trung tâm tp mà máy sóng 4g yếu ko tả. Chơi game dăng nhập ko vào lun. Youtube thì quay 2 phút mới vào dc. Mặc dù data tốc độ cao. Chưa bao giờ dùng cái dt nào tệ khủng khiếp như vậy thua cả con dt 2tr nữa . Cút nhé cạch mặt mày lun samsung.",1
"Chán ớn luôn. Lỗi rất nhiều, cùng ngồi một vị trí mọi người 3G, 4G. A50 thậm chí không 1 vạch cột sóng.",1
"Nói chung mới thì ngon lúc đầu ping 50 60 . Nhưng dùng đc 2 tháng giờ chơi pubg giật lạng ping cao toàn 80 rồi nhảy 200 300 500 thôi ",3
"Máy rất tệ, pubg cho setting đồ hoạ cao nhưng chơi game giật lac, chuyển xuống đồ hoạ thấp vẫn vậy,4G hay bị out, vân tay thì nhận 1/10,ra đổi lấy con realme 3 pro thấy xài rất ổn, game mượt mà pin trâu lắm,chơi 1 trận top 1 mất có 8,9% à.bị mất 20% phí.Hic!biết vậy yêu nó ngay từ đầu....",3
"So trong tầm giá với các hãng khác. Quá cùi. Chip cùi. Pin cùi. Bắt sóng cùi. Đựơc cái mác sam sung",1
"Hối hận khi mua con này.kết nối mạng 4g hay wifi đều kém k ổn định.ở khu vực đông người thì kém thôi rồi .chơi game 1 tí là máy nóng bỏng tay.cảm biến vân tay k nhạy tí nào.thua xa k20",2
"máy bắt mạng quá kém.sau một tháng dùng thấy chán dần pin ok.sau khi cập nhật vân tay nhạy.khuôn mặt cũng ok😥",3
"Mình xin đánh giá máy  sau khi mua được 1 ngày, máy đẹp sac pin cũng không nhanh nhưng hơn mấy máy khác ,bàn phím không được nhay nhưng điều đáng buồn là mình chơi liên quân không mượt vẫn lag giờ muốn đổi trả cũng  không được vì mua máy cũ ",3
"Mua máy chưa được nữa tháng chỉ để chơi game vậy mà vô duyên vô cớ mất nguồn luôn",1
"Đã dùng 3 tháng thấy quá tệ. Vân tay quá kém, cứ có cuộc gọi là mất 4g, phải khởi động lại máy mới lại có. Thi thoảng máy bị đơ. Nói chung là chán thà dùng máy tầu còn hơn. Xong lần này tạm biệt sam sung luôn ",1
"Mới mua về âm lượng kg lên bắt hết ga mà để vào tại mới nghe được ,giờ bị sạc pin kg vào 3,4 giờ chả vào tí nào cả",2
"Sóng 2 sim đều rất yếu. không biết tình hình chung của a50 hay máy mình bị lỗi nữa???",3
"Sài không rơi vỡ mà để trong túi quần chật xong ngồi giờ bị đen 1 nửa màn hình phía dưới nhìn thấy mờ mờ như 1 đám mực nửa trên nhìn ok.",3
"Qua sử dụng cho thấy máy mượt chơi game khá ổn camera sắc nét sạc nhanh ok ghi nhận
Điểm đáng chê là băt wF hơi kém
Đặc biệt dùng 4G cùng 1 nơi cùng 1 gói mạng mà máy.k thể chơi game nổi quá tệ
Trong khi mấy máy khác vẫn ổn định
Khá thất vọng",1
"Mặc dù đã cập nhật vân tay cài ba lớp vẫn không nhạy. Cần thêm bản cập nhật vân tay từ SS là ok. Cho 5 sao",2
"Máy mới mua được 2 tuần giờ sạc từ 5h sáng còn 27% mà đến hơn 4h chiều mà mới 96% pin. Như vậy có phải bị lỗi gì không AD. ",2
"Hối hận khi mua a50 mua hoi tháng 3 sài dc may tháng nhảy chữ trượt ko ăn hay bị lỗi coi youtube bi đứng máy thường tự nhảy màn hjnh",1
"có ai cảm thấy camera sau của máy bị lỏng lẻo không  nhiều lúc mình có cảm giác như nó sắp bị rụng ra ấy",1
"Sau 1tg dài sd thì thất vọng về màu ảnh thôi, ám vàng và đỏ quá tệ. Còn lại mọi thứ tạm ổn. ",3
"Hơi tệ cho việc chơi game. Mặc dù mới mua được một ngày nhưng khi vào chơi game liên minh sinh tồn quâ giật. Còn không bằng chiếc nokia 6 đời đầu của mình nữa. Về mặt cẩm ứng vân tay không hy vọng gì nhiều. Quá khó để sử dụng nó. Điểm tuyệt vời có chăng là nhận diện khuôn mặt tốt kể cả trong điềm kiện thiếu ánh sáng mà thôi. Về mặt bàn phím thì đúng là đôi lúc cảm giác phím nhảy không đúng so với những gì mình ấn. Hơi thất vọng nên mình đã bán lại máy",3
"máy quá tệ thua xa nokia 8.1 pin thì 4k mà thua pin 3k5, chụp hình thì không chân thật như nokia 8.1, vân tay thì phản hồi rất chậm",1
"Máy bắt wifi kém quá, trước đây tôi dùng máy samsung j7 pro vừa nghe nhạc vừa livestream chơi game liên quân k lag mà giờ máy này có chơi mỗi game k mà k nổi, thất vọng vì cái bắt wifi này quá.",2
"Tắt hết ứng dụng đã sử dụng mà tại sao khi tắt màn hình vẫn bị tụt % pin vậy...
.....",2
